Branch,Efficiency_Score,Status
Wedgwood Branch,0.999356,Inefficient
College Center Branch,0.999355,Inefficient
Altadena Branch,0.999354,Inefficient
Bayonne 20th St Branch,0.999354,Inefficient
Cobble Hill Banking Center Branch,0.999354,Inefficient
Denton Tap Banking Center Branch,0.999354,Inefficient
Fourth Ave and 51st Street Branch,0.999354,Inefficient
Tracy Branch,0.999354,Inefficient
Florin West Branch,0.999353,Inefficient
Palm Aire Branch,0.999353,Inefficient
Lighthouse Branch,0.999352,Inefficient
Port Washington Branch,0.999352,Inefficient
Laguna Branch,0.999351,Inefficient
Tower Banking Center Branch,0.999351,Inefficient
Youngstown Main Branch,0.999351,Inefficient
45th & Lexington Branch,0.99935,Inefficient
Upland - Colonies Crossroads Branch,0.99935,Inefficient
Batavia Avenue Branch,0.999349,Inefficient
Braeswood Branch,0.999349,Inefficient
Clark and West Chicago Banking Center Branch,0.999349,Inefficient
Oviedo Branch,0.999349,Inefficient
4470 Northlake Boulevard Branch,0.999348,Inefficient
Brighton Beach Walk Bnkg Ctr Branch,0.999348,Inefficient
Buena Park - Valley View Branch,0.999348,Inefficient
Mira Loma - Eastvale Branch,0.999348,Inefficient
North Merced Branch,0.999348,Inefficient
Cudahy Branch,0.999347,Inefficient
Escondido South Branch,0.999347,Inefficient
Painesville Square Branch,0.999347,Inefficient
Petaluma Branch,0.999346,Inefficient
Scotts Valley Branch,0.999346,Inefficient
Baldwin Maybee Banking Center Branch,0.999345,Inefficient
East Elmhurst and 31st Ave Branch,0.999345,Inefficient
Fifth and Union Branch,0.999345,Inefficient
Linton and Federal Hwy Branch,0.999345,Inefficient
Alhambra - Main Street Branch,0.999344,Inefficient
Bayport Branch,0.999344,Inefficient
Canarsie Branch,0.999344,Inefficient
Francis Lewis Blvd Branch,0.999344,Inefficient
Hobart Branch,0.999344,Inefficient
Spring Creek and Hwy 75 Branch,0.999344,Inefficient
West Jordan Branch,0.999344,Inefficient
Brenham Branch,0.999343,Inefficient
Clackamas Branch,0.999343,Inefficient
Parkchester Branch,0.999343,Inefficient
Preston and Spring Creek Branch,0.999343,Inefficient
Custer and Mcdermott Bkg. Ctr. Branch,0.999342,Inefficient
Fort Hamilton Pkwy and 65th St Branch,0.999342,Inefficient
Hesperia Branch,0.999342,Inefficient
Merritt Island Branch,0.999342,Inefficient
Preston Forest Branch,0.999342,Inefficient
St. John Branch,0.999342,Inefficient
Pepper Pike Branch,0.999341,Inefficient
Willo Plaza Branch,0.999341,Inefficient
Garden City Ford Road Branch,0.99934,Inefficient
Harbor and Lincoln Branch,0.99934,Inefficient
Longview Banking Center Branch,0.99934,Inefficient
Utica Branch,0.99934,Inefficient
Crown Hill Branch,0.999339,Inefficient
Mission Street Branch,0.999339,Inefficient
Lincoln Wellington Branch,0.999338,Inefficient
Pearl River Branch,0.999338,Inefficient
Division 44th Branch,0.999336,Inefficient
Dublin Corners Branch,0.999336,Inefficient
Folsom - Broadstone Branch,0.999336,Inefficient
Fountain Valley At Costco Branch,0.999336,Inefficient
Gilbert and Germann Bkg. Ctr. Branch,0.999336,Inefficient
Sonoma Branch,0.999336,Inefficient
St Lucie West Branch,0.999336,Inefficient
Kenosha South Branch,0.999335,Inefficient
Moger Ave Branch,0.999335,Inefficient
23402 W Lyons Ave Branch,0.999334,Inefficient
Hampton Bays Branch,0.999334,Inefficient
North Halsted Banking Center Branch,0.999334,Inefficient
Corsicana Main Branch,0.999333,Inefficient
Jackson and Wells Branch,0.999333,Inefficient
Michigan Road and 106th Branch,0.999333,Inefficient
Santee Branch,0.999333,Inefficient
Cutler Ridge Branch,0.999332,Inefficient
Fort-Northline Branch,0.999332,Inefficient
Garfield Branch,0.999332,Inefficient
Lake Conroe Banking Center Branch,0.999332,Inefficient
Ventura Marina Branch,0.999332,Inefficient
Nanuet Middletown Branch,0.999331,Inefficient
Ridge Branch,0.999331,Inefficient
West Parker and Independance Branch,0.999331,Inefficient
Deerfield Military Branch,0.99933,Inefficient
East Palmdale Blvd Branch,0.99933,Inefficient
North Patchogue Branch,0.99933,Inefficient
Continental Plaza Branch,0.999329,Inefficient
Richmond Highlands Branch,0.999329,Inefficient
Somerset Easton Ave Branch,0.999329,Inefficient
West Islip Branch,0.999329,Inefficient
Bethany Village Branch,0.999328,Inefficient
Coconut Creek Branch,0.999327,Inefficient
Marysville East St Branch,0.999327,Inefficient
Town East Branch,0.999327,Inefficient
Winwood Branch,0.999327,Inefficient
Chico Broadway Branch,0.999326,Inefficient
Covington Branch,0.999326,Inefficient
Germantown Branch,0.999326,Inefficient
Jackson Street Branch,0.999326,Inefficient
Northern and 35th Avenue Branch,0.999326,Inefficient
Opdyke Walton Branch,0.999326,Inefficient
Rancho Mirage Branch,0.999326,Inefficient
Fairmont Banking Center Branch,0.999325,Inefficient
Fourth Street Santa Rosa Branch,0.999325,Inefficient
Mequon Branch,0.999325,Inefficient
Newcastle Branch,0.999325,Inefficient
Sacramento Southgate Branch,0.999325,Inefficient
Washington-Mitthoefer Rd. Branch,0.999325,Inefficient
Hazel Dell Branch,0.999324,Inefficient
Sacramento Broadway Branch,0.999324,Inefficient
Somers Branch,0.999324,Inefficient
Shaw Branch,0.999323,Inefficient
German Village Branch,0.999322,Inefficient
Hazlet Branch,0.999322,Inefficient
Pine Knob Banking Center Branch,0.999322,Inefficient
Reseda Branch,0.999322,Inefficient
Victorville Branch,0.999322,Inefficient
Worth Branch,0.999322,Inefficient
Alameda Branch,0.999321,Inefficient
Hopewell Junction Branch,0.999321,Inefficient
Arizona Avenue and Pecos Branch,0.99932,Inefficient
Merrick Rd and Millang Branch,0.99932,Inefficient
South Meridian Branch,0.99932,Inefficient
Tates Creek Centre Branch,0.99932,Inefficient
Torrey Chase Branch,0.99932,Inefficient
San Pablo Ave Branch,0.999319,Inefficient
Southwest Teal Blvd Branch,0.999319,Inefficient
Water Street & Maiden Lane Banking Center,0.999319,Inefficient
Hamilton 8th St Branch,0.999318,Inefficient
Hill - U.S. 23 Branch,0.999318,Inefficient
Tiburon Branch,0.999318,Inefficient
Hollister Branch,0.999317,Inefficient
Hickory Palos Square Branch,0.999316,Inefficient
Hollywood Branch,0.999316,Inefficient
Murphy & 544 Banking Center Branch,0.999316,Inefficient
Preston and Lebanon Branch,0.999316,Inefficient
Tempe-Broadway Branch,0.999316,Inefficient
Anthem Nevada Branch,0.999315,Inefficient
West Huron Branch,0.999315,Inefficient
Oakland Park Branch,0.999314,Inefficient
Mission Ave Branch,0.999313,Inefficient
Nostrand Branch,0.999313,Inefficient
Woodhaven Branch,0.999313,Inefficient
Lafayette Main Branch,0.999312,Inefficient
Montclair Plaza Branch,0.999311,Inefficient
Northwest Plaza Branch,0.999311,Inefficient
Olive and 43rd Avenue Branch,0.999311,Inefficient
Riverhead Branch,0.999311,Inefficient
South Wilton Branch,0.999311,Inefficient
Marina Branch,0.99931,Inefficient
Roosevelt Branch,0.99931,Inefficient
Harlem Branch,0.999309,Inefficient
Sunrise Mall Branch,0.999309,Inefficient
Avenue U At Bedford Bkg. Ctr. Branch,0.999308,Inefficient
Hackensack Branch,0.999308,Inefficient
Valley Ranch Branch,0.999308,Inefficient
Evanston-Grove Branch,0.999307,Inefficient
Fort Apache Branch,0.999307,Inefficient
Madison Park Branch,0.999307,Inefficient
Paramount Branch,0.999307,Inefficient
Lewis Center Branch,0.999306,Inefficient
Country Club Hialeah Branch,0.999305,Inefficient
Pine St and Front Branch,0.999304,Inefficient
Coppell Branch,0.999303,Inefficient
Del Norte Branch,0.999303,Inefficient
Kings Park Branch,0.999303,Inefficient
Bell and 19th Avenue Branch,0.999302,Inefficient
Midtown Piedmont Ave Branch,0.999302,Inefficient
Research Branch,0.999302,Inefficient
Lakeside Circle Branch,0.999301,Inefficient
Mchenry Avenue Branch,0.999301,Inefficient
Mission Viejo/Crown Valley Branch,0.999301,Inefficient
Raleigh Hills Branch,0.999301,Inefficient
Route 34 & 5th St Bnkg Center Branch,0.999301,Inefficient
Church Avenue Branch,0.9993,Inefficient
Southeast Hawthorne and 39th Branch,0.9993,Inefficient
Aptos Branch,0.999299,Inefficient
Cottonwood Arizona Branch,0.999299,Inefficient
I-40 Bell Branch,0.999299,Inefficient
Montgomery Village Branch,0.999299,Inefficient
Silverado Ranch Branch,0.999299,Inefficient
Winnetka Woodland Hills Branch,0.999299,Inefficient
Broad Ripple Branch,0.999298,Inefficient
Carmel Rancho Branch,0.999298,Inefficient
Castle Hill Branch,0.999298,Inefficient
Horizon and Ralph Hall Branch,0.999298,Inefficient
Newbury Park Branch,0.999298,Inefficient
West Timiami Branch,0.999298,Inefficient
Lakeway Blvd and Fm 620 Branch,0.999297,Inefficient
Shady Oaks Branch,0.999297,Inefficient
Golden Triangle Mall Branch,0.999296,Inefficient
Greenwich Avenue Branch,0.999296,Inefficient
Corona 103rd St Branch,0.999295,Inefficient
Huntley Banking Center Branch,0.999295,Inefficient
LA Mesa Branch,0.999295,Inefficient
Piazza Carmel Branch,0.999295,Inefficient
Ridgmar Branch,0.999295,Inefficient
Rochdale Village Mall Branch,0.999295,Inefficient
Deer Park Ave Branch,0.999294,Inefficient
Hoboken 14th St and Garden Branch,0.999294,Inefficient
Pine Lake Branch,0.999294,Inefficient
Skokie Touhy Branch,0.999294,Inefficient
Hawthorne Branch,0.999293,Inefficient
San Marcos Branch,0.999293,Inefficient
Martinez Branch,0.999292,Inefficient
Southlake Blvd and Randol Mill Branch,0.999292,Inefficient
Tierrasanta Branch,0.999292,Inefficient
University Tuscon Branch,0.999292,Inefficient
Clifton Van Houten Branch,0.999291,Inefficient
Mt Diablo Blvd Branch,0.999291,Inefficient
Royal Oaks Banking Center Branch,0.999291,Inefficient
Center Point Energy Branch,0.99929,Inefficient
Oak Forest and W43rd St Branch,0.99929,Inefficient
Olympus Branch,0.99929,Inefficient
New Road Branch,0.999289,Inefficient
Riverside Branch,0.999289,Inefficient
Blossom Hill Rd Branch,0.999288,Inefficient
Carnegie Hill Branch,0.999288,Inefficient
Culver & Walnut Banking Ctr Branch,0.999288,Inefficient
Dempster and Gross Pointe Branch,0.999288,Inefficient
Bucktown Banking Center Branch,0.999287,Inefficient
County Line South Branch,0.999287,Inefficient
Ft. Collins South Banking Center Branch,0.999286,Inefficient
Westheimer & Dunvale Bkg. Ctr. Branch,0.999286,Inefficient
Avenel Branch,0.999285,Inefficient
Broadway & 10th Street Bkg. Ctr. Branch,0.999285,Inefficient
Lincoln Center Branch,0.999285,Inefficient
Pasadena South Branch,0.999285,Inefficient
Freeport Blvd Branch,0.999284,Inefficient
Highland & Roosevelt Bnkg Ctr Branch,0.999283,Inefficient
Huebner Branch,0.999283,Inefficient
Park West Branch,0.999283,Inefficient
Perinton Plaza Branch,0.999283,Inefficient
Springbrook Prairie Branch,0.999283,Inefficient
West Judge Perez Branch,0.999283,Inefficient
Dobson Ranch Branch,0.999282,Inefficient
Independence & Hedgcoxe Bnkg Ctr Brh,0.999282,Inefficient
Las Colinas Branch,0.999281,Inefficient
Miller Valley Road Branch,0.999281,Inefficient
Montrose Boulevard Branch,0.999281,Inefficient
Tarrytown Branch,0.999281,Inefficient
Cottonwood Highland Branch,0.99928,Inefficient
Keller Branch,0.99928,Inefficient
Royal Oaks Miami Lakes Branch,0.99928,Inefficient
Voss Woodway Branch,0.999279,Inefficient
Industriplex Banking Center Branch,0.999278,Inefficient
West El Camino Real & Showers Branch,0.999278,Inefficient
985 E Vista Way Branch,0.999277,Inefficient
Bainbridge Branch,0.999277,Inefficient
Independence Branch,0.999277,Inefficient
The Geist Banking Center Branch,0.999277,Inefficient
Wauwatosa Branch,0.999277,Inefficient
Miami Lakes Branch,0.999276,Inefficient
Parmer and Metric Branch,0.999276,Inefficient
Setauket Branch,0.999276,Inefficient
Davison South Branch,0.999275,Inefficient
Kirby and Sunset Branch,0.999275,Inefficient
Arapaho and Hillcrest Branch,0.999274,Inefficient
Magee-Oracle Branch,0.999274,Inefficient
Manetto Hill Branch,0.999274,Inefficient
Cary Branch,0.999273,Inefficient
Kings Hwy and E 2nd St Branch,0.999273,Inefficient
Aurora Village Branch,0.999272,Inefficient
Drayton Plains Branch,0.999272,Inefficient
Exchange Park Branch,0.999272,Inefficient
Floral Park Verbena Branch,0.999272,Inefficient
El Cajon Branch,0.999271,Inefficient
East Meadow Plaza Branch,0.99927,Inefficient
Holiday Manor Branch,0.99927,Inefficient
Mcdermott and Alma Branch,0.99927,Inefficient
Skylake Branch,0.99927,Inefficient
Kings Highway Branch,0.999269,Inefficient
Main St and Ellis Ave Branch,0.999269,Inefficient
Preston Royal Branch,0.999269,Inefficient
Broadway & Chambrs Branch,0.999268,Inefficient
Ocean Beach Branch,0.999267,Inefficient
Walled Lake Branch,0.999267,Inefficient
Irvine - Quail Hill Branch,0.999266,Inefficient
LA Costa Branch,0.999266,Inefficient
Arthur Avenue Branch,0.999265,Inefficient
Elmsford Branch,0.999265,Inefficient
Pacific Ave and Benjamin Holt Ave Branch,0.999265,Inefficient
Rutherford Branch,0.999264,Inefficient
Stevens Point Main Office Branch,0.999264,Inefficient
Tweedy Blvd Branch,0.999264,Inefficient
Palmetto Bay Branch,0.999263,Inefficient
Somerstown Center Branch,0.999263,Inefficient
402 South Brand Blvd Branch,0.999262,Inefficient
Barton Creek Branch,0.999262,Inefficient
Friendswood Banking Center Branch,0.999262,Inefficient
Gahanna Branch,0.999262,Inefficient
Laguna Hills/Leisure World Branch,0.999262,Inefficient
Lake Worth Branch Jacksboro Highway,0.999262,Inefficient
Gun Hill Road Branch,0.999261,Inefficient
Highland Village Branch Center,0.999261,Inefficient
Rohnert Park Branch,0.999261,Inefficient
Apache Junction Branch,0.99926,Inefficient
40th and Lexington Branch,0.999259,Inefficient
Bakersfield Main Branch,0.999259,Inefficient
East Brunswick Banking Center Branch,0.999259,Inefficient
Fort Collins Branch,0.999259,Inefficient
Westheimer and Beltway 8 Branch,0.999259,Inefficient
Bensenville-Main Branch,0.999258,Inefficient
Miller Place Branch,0.999258,Inefficient
Pacific Place Branch,0.999258,Inefficient
Warrenville Facility Branch,0.999258,Inefficient
E. Hillsboro Boulevard Branch,0.999257,Inefficient
Federal Way Branch,0.999257,Inefficient
Franklin 76th Street Branch,0.999257,Inefficient
Ronkonkoma Branch,0.999257,Inefficient
Sunrise Branch,0.999257,Inefficient
Vintage Way Branch,0.999257,Inefficient
Old Minden Rd Branch,0.999256,Inefficient
Parkdale Branch,0.999256,Inefficient
Southeast Branch,0.999256,Inefficient
Kimball Junction Branch,0.999255,Inefficient
Fox Hills Branch,0.999254,Inefficient
Boca Raton - Yamato Branch,0.999253,Inefficient
Manasquan Branch,0.999253,Inefficient
Mclean Avenue Branch,0.999253,Inefficient
North Canton Branch,0.999252,Inefficient
Palomar Airport Branch,0.999252,Inefficient
Mission Viejo/Gateway Center Branch,0.999251,Inefficient
7106 Fairway Drive Office Branch,0.99925,Inefficient
El Camino Real Branch,0.99925,Inefficient
Elk Grove Branch,0.99925,Inefficient
Fry Road Branch,0.999248,Inefficient
Oak Park Branch,0.999248,Inefficient
Harbour Pointe Branch,0.999247,Inefficient
Ralph Avenue and Ave K Branch,0.999247,Inefficient
Mission Hills Branch,0.999246,Inefficient
Alpine Branch,0.999245,Inefficient
Jefferson Branch,0.999245,Inefficient
West Seattle Branch,0.999245,Inefficient
Coolidge-Vernon Brach,0.999244,Inefficient
I35 and Hwy 79 Branch,0.999244,Inefficient
Kendall Palms Branch,0.999244,Inefficient
5601 Red Bug Lake Rd Branch,0.999243,Inefficient
Bend Branch,0.999243,Inefficient
Miami - Brickell Bay Branch,0.999243,Inefficient
Crawfordsville Main Branch,0.999242,Inefficient
Dowlen and Phelan Branch,0.999242,Inefficient
Wheat Ridge Marketplace Branch,0.999242,Inefficient
Broadway & Wilmont Branch,0.999241,Inefficient
Bountiful Branch,0.99924,Inefficient
Bay Parkway & 67th Street Banking Center Branch,0.999239,Inefficient
Broadway and 13th Branch,0.999239,Inefficient
Mill Creek Branch,0.999239,Inefficient
Winfield Road Branch,0.999239,Inefficient
Grand Blanc Point Branch,0.999238,Inefficient
Pinewood Branch,0.999238,Inefficient
Rancho Santa Margarita Branch,0.999238,Inefficient
South Naperville Branch,0.999238,Inefficient
Fourth and 4th Branch,0.999237,Inefficient
Westlake Detroit Branch,0.999236,Inefficient
East Vancouver Branch,0.999235,Inefficient
El Toro Branch,0.999235,Inefficient
Pembroke Pines Branch,0.999235,Inefficient
Sheffield & Armitage Banking Center Branch,0.999235,Inefficient
Show Low Branch,0.999235,Inefficient
West Miramar Branch,0.999235,Inefficient
Bridgeport Halsted Branch,0.999234,Inefficient
Cityview Branch,0.999234,Inefficient
Belleville Branch,0.999233,Inefficient
Broadmoorlafayette Branch,0.999233,Inefficient
Century Center Branch,0.999233,Inefficient
Dobbs Ferry Branch,0.999233,Inefficient
Grand St and Graham Branch,0.999233,Inefficient
Lapeer Branch,0.999233,Inefficient
Crest Hill Branch,0.999232,Inefficient
West Maple-Inkster Road Branch,0.999232,Inefficient
Freeport and Main St Branch,0.999231,Inefficient
Hartsdale Branch,0.999231,Inefficient
Stony Island Branch,0.999231,Inefficient
Baldwin Park Branch,0.99923,Inefficient
Niblick Road Branch,0.99923,Inefficient
Pomona Branch,0.99923,Inefficient
Westlake Village Branch,0.99923,Inefficient
Colony Lakes Branch,0.999228,Inefficient
East Hanover Branch,0.999228,Inefficient
North Park Branch,0.999228,Inefficient
Woodinville Branch,0.999228,Inefficient
Fourth and Hope Branch,0.999227,Inefficient
Plymouth-Cranston Branch,0.999227,Inefficient
Graham and 71st Branch,0.999226,Inefficient
Lancaster Office Branch,0.999226,Inefficient
Slidell Branch,0.999226,Inefficient
70th & Broadway Banking Cntr Branch,0.999225,Inefficient
Campbell Centre Branch,0.999225,Inefficient
Knolls Crescent Branch,0.999225,Inefficient
Lakeshore Branch,0.999225,Inefficient
Grand and Madison Branch,0.999224,Inefficient
North Shore Towers Branch,0.999223,Inefficient
Bolingbrook Branch,0.999222,Inefficient
Camelback And16th Street Branch,0.999222,Inefficient
Lake In The Hills Banking Center Branch,0.999222,Inefficient
Pico Whittier Branch,0.999222,Inefficient
Sunnyvale - Hacienda Center Branch,0.999222,Inefficient
